2;0.0358;-0.9918;0.1857;-0.1661;-0.1951;0.3031
3;0.0350;-0.9928;0.1880;-0.1522;0.0088;0.2253
4;0.0357;-0.9914;0.1861;-0.1326;-0.0195;0.2824
5;0.0346;-0.9915;0.1875;-0.1681;-0.1790;0.2795
6;0.0355;-0.9915;0.1866;-0.1511;-0.0909;0.3164
7;0.0337;-0.9907;0.1862;-0.0572;0.0622;0.1018
8;0.0325;-0.9921;0.1853;-0.1129;0.0553;0.1118
9;0.0340;-0.9924;0.1857;-0.0946;0.0759;0.0551
10;0.0336;-0.9912;0.1875;-0.1961;-0.0012;0.0401
11;0.0320;-0.9913;0.1860;-0.1145;0.0694;-0.1449
12;0.0328;-0.9917;0.1871;-0.2358;0.3216;0.4692
13;0.0316;-0.9916;0.1845;-0.7404;0.7002;-0.3969
14;0.0313;-0.9905;0.1860;-1.4998;1.2072;0.8009
15;0.0283;-0.9902;0.1787;-2.4061;1.0072;-0.5585
16;0.0344;-0.9918;0.1744;-2.9648;0.4023;0.0467
17;0.0304;-0.9932;0.1608;-2.5895;2.1905;1.1037
18;0.0176;-0.9863;0.1794;-1.1494;9.6934;6.7860
19;0.0047;-0.9878;0.1682;-11.4565;12.4973;8.3651
20;0.0279;-0.9806;0.1322;-25.6244;25.4080;11.6756
21;-0.0266;-0.9845;0.0710;-25.5976;13.8538;8.8612
22;-0.0360;-0.9792;0.0388;-9.9635;-8.6859;6.6131
23;-0.0295;-0.9675;0.0392;-5.4671;-13.8554;7.1573
24;-0.0470;-0.9686;0.0206;-8.1740;-11.7078;17.7091
25;-0.0906;-1.0294;0.0126;-11.1555;-26.8779;50.2788
26;-0.1343;-1.1650;0.0332;-12.1492;-22.2951;83.4949
27;0.0671;-1.6426;-0.0428;-36.1705;-30.4411;149.4184
28;-0.0047;-1.2972;0.0436;-23.6297;-54.7592;156.0433
29;0.5280;-0.4390;0.2105;17.1984;-10.9904;-69.6129
30;0.0965;-0.8144;0.1975;57.6733;14.2767;-230.6900
31;-0.2490;-1.6980;-0.1137;29.4115;14.2973;-250.5030
32;-1.3865;-1.5834;-0.2885;-0.5907;42.0263;-183.6916
33;-0.4496;-1.4442;0.0367;-26.8498;14.1001;131.2875
34;-0.1344;-1.0053;0.1171;-27.8939;25.4172;92.0703
35;0.0646;-1.0234;0.0534;-19.7572;-17.7447;40.1673
36;0.0435;-0.9917;0.0587;-15.7397;-16.8584;30.6077
37;-0.0232;-1.0099;0.0478;-9.4755;-22.9897;49.1940
38;-0.0275;-1.1151;0.0867;-5.8397;-16.2980;85.2047
39;0.0919;-1.5474;-0.0227;-37.2804;-6.7555;174.3841
40;0.2037;-1.5560;-0.0321;-22.7691;-103.1267;184.9297
41;0.5156;-0.4666;0.1953;0.1713;-11.0453;-45.2175
42;0.1030;-0.7963;0.3447;43.1418;58.8202;-225.0007
43;-0.2789;-1.7463;0.0968;36.0023;-23.5326;-250.5030
44;-1.5474;-1.6320;-0.3832;-2.8710;105.0047;-177.2255
45;-0.3701;-1.2882;-0.1088;-40.0304;3.9806;149.2054
46;-0.2736;-1.0534;0.1407;-34.6778;27.7072;100.1932
47;0.0033;-1.0136;0.1398;-24.3900;-14.2993;45.0654
48;-0.0256;-0.9774;0.0622;-19.0694;-21.7592;26.7566
49;-0.0535;-1.0029;0.0383;-12.2381;-29.5309;35.5602
50;-0.0206;-1.1354;0.0924;-11.6002;-16.2989;93.4079
51;0.0986;-1.6684;0.0131;-51.9776;-18.4330;186.9925
